SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HERITGFOOD, EQ, 26-Sep-2018,539.85,531,538.15,527.2,527.2,528.85,530.86,6129,32.54,398,4719,76.99
HEROMOTOCO, EQ, 26-Sep-2018,3112.6,3140,3140,3086.7,3095.85,3100.05,3100.74,357504,11085.28,34282,215624,60.31
HESTERBIO, EQ, 26-Sep-2018,1126.35,1161.15,1219.8,1103.3,1117,1116.35,1128.55,5650,63.76,666,2973,52.62
HEXATRADEX, BE, 26-Sep-2018,34,33.5,34,32.8,32.8,32.8,33.25,546,0.18,9, -, -
HEXAWARE, EQ, 26-Sep-2018,443.75,444.05,447.9,418,436.9,435.85,431.7,1873072,8086.09,27641,478327,25.54
HFCL, EQ, 26-Sep-2018,19.4,19.75,20.45,19.4,20.15,20.15,19.97,6182149,1234.74,9091,2622449,42.42
HGINFRA, EQ, 26-Sep-2018,225.05,227.8,235,227,231.9,230.4,230.29,85571,197.06,1136,65207,76.2
HGS, EQ, 26-Sep-2018,730.6,741.25,749,725,725.1,729.35,734.24,5018,36.84,644,3871,77.14
HHOF1140RG, MF, 26-Sep-2018,7.82,7.82,8.01,7.82,7.83,7.9,7.96,28000,2.23,14,28000,100
HIGHGROUND, EQ, 26-Sep-2018,11,10.9,11.45,10.6,10.85,10.9,10.92,478400,52.24,275,242142,50.61
HIKAL, EQ, 26-Sep-2018,175.8,176.7,181.8,173.45,178.05,177.9,177.34,305170,541.19,5007,106883,35.02
HIL, EQ, 26-Sep-2018,2183.55,2183.55,2239.95,2170,2194,2180.85,2199.7,4234,93.14,905,2262,53.42
HILTON, BE, 26-Sep-2018,22,22.75,22.75,20.9,21.3,21.65,21.52,6787,1.46,49, -, -
HIMATSEIDE, EQ, 26-Sep-2018,237.55,240,242.9,232.4,232.9,233,238.99,265335,634.11,2034,249197,93.92
HINDALCO, EQ, 26-Sep-2018,243.05,246,250.35,241.4,247.8,247.95,246.29,11935712,29396.61,90515,3087812,25.87
HINDCOMPOS, EQ, 26-Sep-2018,369.55,369.4,378.45,366,366.15,367.45,368.78,1667,6.15,122,1291,77.44
HINDCOPPER, EQ, 26-Sep-2018,55.85,56.25,56.7,55.05,55.4,55.5,55.81,1059682,591.4,5128,386222,36.45
HINDMOTORS, EQ, 26-Sep-2018,8.15,8.45,8.45,8,8.25,8.2,8.23,129935,10.69,339,84912,65.35
HINDNATGLS, EQ, 26-Sep-2018,94.25,94.5,97.4,93.25,93.25,93.3,94.14,3895,3.67,89,2548,65.42
HINDOILEXP, EQ, 26-Sep-2018,134.7,135.45,135.65,131.85,132.3,132.8,133.68,352832,471.66,3516,136828,38.78
HINDPETRO, EQ, 26-Sep-2018,243.15,248,248.9,241.55,247.6,248,244.44,6893813,16850.98,152290,3844362,55.77
HINDUJAVEN, EQ, 26-Sep-2018,539.35,553.95,567.95,541,549.95,546.55,553.67,128274,710.21,431,126499,98.62
HINDUNILVR, EQ, 26-Sep-2018,1630.85,1644.4,1649,1598,1610,1610.75,1610.72,980726,15796.77,61278,465915,47.51
HINDZINC, EQ, 26-Sep-2018,303.8,306.5,309.2,300.3,306.65,306.8,305.08,2147804,6552.51,22285,464409,21.62
HIRECT, EQ, 26-Sep-2018,122.9,126.65,128.3,119,124.85,123.8,123.09,1919,2.36,65,1611,83.95
HISARMETAL, EQ, 26-Sep-2018,55.65,54.6,56.7,53.7,55,55.1,54.78,1525,0.84,16,922,60.46
HITECH, EQ, 26-Sep-2018,268.6,263,280,246.3,267,272.75,272.86,1888,5.15,76,1270,67.27
HITECHCORP, EQ, 26-Sep-2018,101.1,100.7,107,100.5,103.75,103.65,102.74,5516,5.67,114,3515,63.72
HITECHGEAR, EQ, 26-Sep-2018,442.85,442.45,449,436.4,438,439.45,441.78,6925,30.59,364,4092,59.09
HMT, BZ, 26-Sep-2018,20.75,20.2,21,20.05,21,21,20.59,4128,0.85,30, -, -
HMVL, EQ, 26-Sep-2018,151.55,146.55,152.8,146.55,147,147.5,148.22,7522,11.15,261,5402,71.82
HNGSNGBEES, EQ, 26-Sep-2018,3430,3386,3400,3380,3400,3400,3390.6,10,0.34,3,10,100
HONAUT, EQ, 26-Sep-2018,20907.4,20900,21877.95,20900,21512,21593.4,21566.9,982,211.79,539,587,59.78
HONDAPOWER, EQ, 26-Sep-2018,1182.45,1170.05,1203,1166.25,1167.1,1172.35,1180.04,7223,85.23,371,4964,68.72
HOTELEELA, EQ, 26-Sep-2018,14.65,14.65,15.5,14.35,15.25,15.2,14.92,168767,25.17,629,113195,67.07
HOTELRUGBY, BE, 26-Sep-2018,2.4,2.3,2.3,2.3,2.3,2.3,2.3,101,0,2, -, -
HOVS, EQ, 26-Sep-2018,204.65,206.2,210.05,196.55,199,200.45,204.16,19595,40,720,11124,56.77
HPL, EQ, 26-Sep-2018,65.9,66.05,69.95,65.7,67.15,67,66.97,20105,13.46,514,10778,53.61
HSCL, EQ, 26-Sep-2018,115.35,115.8,121.4,115.55,120.8,120.6,117.61,1017253,1196.44,5379,667823,65.65
HSIL, EQ, 26-Sep-2018,267.25,270,270.2,251.2,260.7,257.9,259.21,72562,188.09,1917,51916,71.55
HTMEDIA, EQ, 26-Sep-2018,50.05,50.05,52.2,49.4,50.45,50.1,50.25,76882,38.63,726,44909,58.41
HUBTOWN, EQ, 26-Sep-2018,45.5,46.3,48.95,45.85,47.4,48.25,47.32,107532,50.89,1216,51032,47.46
HUDCO, EQ, 26-Sep-2018,50.9,51.45,51.6,50.55,51.1,51.05,51.06,597938,305.28,3810,229297,38.35
HUDCO, N3, 26-Sep-2018,1090,1095,1095,1095,1095,1095,1095,12,0.13,2,12,100
HUDCO, N9, 26-Sep-2018,1140,1124.05,1140,1124.05,1140,1140,1133.95,280,3.18,5,270,96.43
HUDCO, NE, 26-Sep-2018,1285,1286,1286,1281.1,1282,1281.72,1282.82,18,0.23,8,10,55.56
IBREALEST, EQ, 26-Sep-2018,110.7,113.45,117.5,110.1,112,113.4,113.71,7677866,8730.69,55150,2074783,27.02
IBULHSGFIN, EQ, 26-Sep-2018,929.65,947,1022.6,930,993,999.8,986.72,13834876,136511.35,325650,3778837,27.31
IBULHSGFIN, N6, 26-Sep-2018,935,935,935,935,935,935,935,50,0.47,1,50,100
IBULHSGFIN, N8, 26-Sep-2018,1000,980,980,980,980,980,980,59,0.58,2,59,100
IBULHSGFIN, NA, 26-Sep-2018,950,952,970,909,967.99,967.99,934.22,115,1.07,13,98,85.22
IBULHSGFIN, NE, 26-Sep-2018,974.9,975,975,975,975,975,975,119,1.16,3,119,100
IBULISL, BE, 26-Sep-2018,579.75,550.8,550.8,550.8,550.8,550.8,550.8,14762,81.31,138, -, -
IBVENTURES, BE, 26-Sep-2018,628.5,597.1,597.1,597.1,597.1,597.1,597.1,25407,151.71,373, -, -
ICEMAKE, SM, 26-Sep-2018,78.85,77.05,77.05,77.05,77.05,77.05,77.05,2000,1.54,1,2000,100
ICICI500, EQ, 26-Sep-2018,147.21,150,156,147.75,147.9,147.9,147.82,5165,7.63,16,5000,96.81
ICICIB22, EQ, 26-Sep-2018,36.05,36.05,36.4,35.77,36,35.98,35.99,292034,105.1,1907,236699,81.05
ICICIBANK, EQ, 26-Sep-2018,311.1,315,315.3,305.1,312.9,313.1,310.8,23224979,72183.7,136073,12817126,55.19
ICICIGI, EQ, 26-Sep-2018,833.1,835.25,868,829,846,857,855.65,588616,5036.52,32046,422079,71.71
ICICIGOLD, EQ, 26-Sep-2018,278.95,280,280.9,278.45,278.45,278.65,279.07,1103,3.08,75,761,68.99
ICICILIQ, EQ, 26-Sep-2018,1000,1000,1000,1000,1000,1000,1000,1,0.01,1,1,100
ICICILOVOL, EQ, 26-Sep-2018,88.83,88.7,88.7,88,88,88,88.4,292,0.26,13,292,100
ICICIMCAP, EQ, 26-Sep-2018,66.95,70,70,66.5,66.68,66.99,68.35,3197,2.19,56,3141,98.25
ICICINF100, EQ, 26-Sep-2018,119.35,120,121,119,119.82,119.82,119.5,315,0.38,14,227,72.06
ICICINIFTY, EQ, 26-Sep-2018,114.86,115.07,116.24,114.07,114.6,114.56,114.74,30293,34.76,2581,18239,60.21
ICICINV20, EQ, 26-Sep-2018,54.71,54.82,54.82,54.14,54.52,54.53,54.42,3807,2.07,37,2525,66.33
ICICINXT50, EQ, 26-Sep-2018,278,283.12,283.12,281.95,282.24,282.24,282.26,73,0.21,3,73,100
ICICIPRULI, EQ, 26-Sep-2018,349.1,350,350,340.1,345.4,343.65,342.91,1440663,4940.17,52584,807798,56.07
ICICISENSX, EQ, 26-Sep-2018,384.54,386.13,386.13,381.96,383.68,383.68,383.77,38,0.15,5,18,47.37
ICIL, EQ, 26-Sep-2018,69.9,69.4,71.8,68.1,69,69.9,69.99,239790,167.84,2485,125064,52.16
ICRA, EQ, 26-Sep-2018,3594.6,3544.6,3594.95,3510,3584.8,3584.95,3545.72,856,30.35,178,358,41.82
ICSA, BE, 26-Sep-2018,1.25,1.25,1.3,1.2,1.2,1.2,1.2,269540,3.23,28, -, -
IDBI, EQ, 26-Sep-2018,51.9,52.1,53.15,51.35,52.35,52.5,52.28,6551375,3424.89,11507,810622,12.37
IDBIGOLD, EQ, 26-Sep-2018,2880.05,2880.1,2899,2865,2872.2,2872.2,2872,77,2.21,5,77,100
IDEA, EQ, 26-Sep-2018,40.5,41.2,41.8,40.2,41.5,41.45,41.05,18000078,7389.56,35594,3742707,20.79
IDFC, EQ, 26-Sep-2018,41.85,42,42.8,41.2,42.3,42.4,42.26,2392382,1011.09,8799,651859,27.25
IDFCBANK, EQ, 26-Sep-2018,37.95,38.4,38.9,37.65,38.25,38.25,38.38,8622751,3309.68,21125,1905592,22.1
IDFCBANK, N1, 26-Sep-2018,5030,5030,5100,5030,5065.5,5065.5,5071.17,19,0.96,8,13,68.42
IDFCBANK, N2, 26-Sep-2018,8780,8155,8700,8155,8700,8700,8609.08,12,1.03,5,10,83.33
IDFCBANK, N3, 26-Sep-2018,5060,4651,4960,4651,4960,4960,4754,3,0.14,3,2,66.67
IDFCBANK, N4, 26-Sep-2018,8360,8350.01,8351,8350.01,8351,8351,8350.51,8,0.67,2,8,100
IDFCBANK, N6, 26-Sep-2018,8550,8325,8525,8325,8450,8464.28,8445.09,32,2.7,25,16,50
IDFCBANK, N9, 26-Sep-2018,5100,5100,5100,5056.01,5100,5100,5085.34,12,0.61,3,8,66.67
IDFCBANK, NA, 26-Sep-2018,8632,8600,8600,8600,8600,8600,8600,18,1.55,6,14,77.78
IDFCBANK, NB, 26-Sep-2018,5040.3,5037.21,5090,5037.21,5090,5064.25,5050.37,17,0.86,5,17,100
IDFCBANK, NC, 26-Sep-2018,8105,8201.1,8201.1,8201.1,8201.1,8201.1,8201.1,4,0.33,1,4,100
IDFCBANK, NE, 26-Sep-2018,8000,8000,8000,8000,8000,8000,8000,5,0.4,2,5,100
IDFNIFTYET, EQ, 26-Sep-2018,114.08,113.9,113.9,113.26,113.26,113.26,113.86,18,0.02,3,18,100
IEX, EQ, 26-Sep-2018,1731.25,1725,1755,1725,1726.1,1745.45,1745.28,9730,169.82,3330,7273,74.75
IFBAGRO, EQ, 26-Sep-2018,590.2,611,616.5,561,561,567.2,573.17,2621,15.02,223,2128,81.19
IFBIND, EQ, 26-Sep-2018,1040.15,1041,1083,1041,1059.5,1055,1058.86,8732,92.46,1291,4744,54.33
IFCI, EQ, 26-Sep-2018,12.65,13,13.25,12.65,12.9,12.85,12.93,9121901,1179.77,7946,2278611,24.98
IFCI, NH, 26-Sep-2018,1072.07,1072,1072,1070,1070.91,1070.91,1070.79,200,2.14,4,200,100
IFCI, NJ, 26-Sep-2018,1020,1024,1024,1020,1020,1020.1,1020.91,110,1.12,12,110,100
IFCI, NL, 26-Sep-2018,1020,1020,1022.4,1020,1020,1020,1020.34,250,2.55,8,250,100
IFCI, NM, 26-Sep-2018,1375,1350,1350,1350,1350,1350,1350,75,1.01,2,75,100
IFGLEXPOR, EQ, 26-Sep-2018,244.8,251,259.5,240,240,241.1,241.85,7523,18.19,74,7020,93.31
IGARASHI, EQ, 26-Sep-2018,710.6,712,718.9,689.05,711.95,703.15,700.4,13716,96.07,1775,7548,55.03
IGL, EQ, 26-Sep-2018,264.75,269.4,274.9,261.7,267.2,267.75,267.89,3403589,9117.77,41050,1434582,42.15
IGPL, EQ, 26-Sep-2018,429.95,432,450,428.85,437,440.25,436.32,21525,93.92,1253,12003,55.76
IIFCL, N2, 26-Sep-2018,1133.45,1102,1102,1102,1102,1102,1102,10,0.11,1,10,100
IIFCL, N4, 26-Sep-2018,1260,1257,1257,1257,1257,1257,1257,60,0.75,2,60,100
IIFL, EQ, 26-Sep-2018,556.7,561.2,574.9,543,543,551.65,558.85,166096,928.23,11919,84392,50.81
IIHFL, N1, 26-Sep-2018,994.55,997.01,997.01,997.01,997.01,997.01,997.01,48,0.48,2,48,100
IIHFL, N2, 26-Sep-2018,1061.01,1047,1064.95,1047,1064.89,1055.73,1051.49,428,4.5,18,420,98.13
IITL, EQ, 26-Sep-2018,85.5,81.5,89.75,81.5,89.75,89.75,88.56,471,0.42,8,403,85.56
IL&FSENGG, EQ, 26-Sep-2018,14.3,16.1,16.4,13.6,13.85,13.8,14.77,832377,122.91,2691,414083,49.75
IL&FSTRANS, EQ, 26-Sep-2018,23.75,24.3,25,22.8,23.4,23.55,23.66,856893,202.75,4276,289018,33.73
IMFA, EQ, 26-Sep-2018,282,282,296.9,281.1,291.15,292.3,287.89,44237,127.35,1495,21621,48.88
IMPAL, EQ, 26-Sep-2018,899.25,904.4,918.3,895,902,897,899.34,419,3.77,45,304,72.55
IMPEXFERRO, BE, 26-Sep-2018,0.45,0.45,0.45,0.45,0.45,0.45,0.45,675,0,2, -, -
INDBANK, EQ, 26-Sep-2018,10.65,10.45,10.6,9.75,9.75,9.8,10.05,81756,8.21,298,62747,76.75
INDHOTEL, EQ, 26-Sep-2018,125.45,125.15,126.95,124.15,126.05,126.2,126.22,604045,762.43,11420,442038,73.18
INDIACEM, EQ, 26-Sep-2018,106.4,108.9,110.5,107,109.1,109.05,109,4696857,5119.66,25256,414374,8.82
INDIAGLYCO, EQ, 26-Sep-2018,425.65,432,434.6,404.4,406.9,407.75,412.61,111359,459.48,3073,61577,55.3
INDIANB, EQ, 26-Sep-2018,236.3,240.2,243.65,234.6,238.1,239.2,239.06,2274244,5436.91,20675,378227,16.63
INDIANCARD, EQ, 26-Sep-2018,131.9,141.35,141.35,133,133.85,133.85,134.7,2223,2.99,22,1961,88.21
INDIANHUME, EQ, 26-Sep-2018,252.7,251.1,257.2,246.65,247.5,248.65,250.8,8085,20.28,428,5291,65.44
INDIGO, EQ, 26-Sep-2018,852.75,853,859,835.7,849.5,853.2,846.84,493987,4183.28,16624,120992,24.49
INDIGRID, IV, 26-Sep-2018,89.53,89.99,90,89.61,89.61,89.7,89.86,81648,73.36,16,76545,93.75
INDLMETER, EQ, 26-Sep-2018,64.95,65.7,65.7,62.7,64.95,64.95,63.78,5782,3.69,62,3035,52.49
INDNIPPON, EQ, 26-Sep-2018,487.4,490,490,476.6,483.9,484.8,483.76,4082,19.75,266,3080,75.45
INDOCO, EQ, 26-Sep-2018,204.4,205,208.9,202,202.6,204.95,204.93,40405,82.8,2062,28885,71.49
INDORAMA, EQ, 26-Sep-2018,22.35,22.8,23.25,22.15,22.45,22.45,22.51,12013,2.7,59,10519,87.56
INDOSOLAR, BE, 26-Sep-2018,4.05,4.2,4.2,3.85,3.85,3.9,3.9,202980,7.91,285, -, -
INDOSTAR, EQ, 26-Sep-2018,351.25,359.5,359.95,348.2,349,351.35,353.16,502522,1774.71,7085,416916,82.96
INDOTECH, EQ, 26-Sep-2018,115.9,118.15,118.15,109.2,109.3,111.3,111.68,4094,4.57,92,3638,88.86
INDOTHAI, EQ, 26-Sep-2018,47.6,47.2,50,43.65,47,46.3,47.98,8019,3.85,146,4830,60.23
INDOWIND, EQ, 26-Sep-2018,4.65,4.65,4.85,4.55,4.55,4.65,4.72,29533,1.39,55,16114,54.56
INDRAMEDCO, EQ, 26-Sep-2018,43,43.25,43.25,41.8,41.85,41.85,42.32,68552,29.01,311,61641,89.92
INDSWFTLAB, EQ, 26-Sep-2018,61.55,62,62.5,58.5,58.5,58.85,59.91,97009,58.12,384,89137,91.89
INDSWFTLTD, BE, 26-Sep-2018,7.35,7.35,7.7,7.1,7.1,7.15,7.35,11233,0.83,18, -, -
INDTERRAIN, EQ, 26-Sep-2018,132.05,135.5,140.4,133.25,137.45,138.4,137.45,8987,12.35,314,7088,78.87
INDUSINDBK, EQ, 26-Sep-2018,1696.75,1705,1712.5,1679.5,1701.6,1701.8,1695.73,2914677,49424.94,96331,2031791,69.71
INEOSSTYRO, EQ, 26-Sep-2018,735.95,750.6,750.6,715,717.1,718.65,725.17,3845,27.88,373,3324,86.45
INFIBEAM, EQ, 26-Sep-2018,214.5,216.65,219.1,209.2,212.5,214.85,215.1,6162456,13255.35,57057,1057292,17.16
INFINITE, EQ, 26-Sep-2018,469.6,465.2,472.5,465.2,470.4,470.5,470.09,62001,291.46,2003,60718,97.93
INFOBEAN, SM, 26-Sep-2018,59,58.05,58.05,57,57,57,57.51,10000,5.75,5,10000,100
INFRABEES, EQ, 26-Sep-2018,314.96,315,315,313.05,314,314,313.51,674,2.11,15,673,99.85
INFRATEL, EQ, 26-Sep-2018,269.35,270,273.9,257.7,261.9,261.5,264.38,2575108,6808.03,56674,1080750,41.97
INFY, EQ, 26-Sep-2018,726.2,731.2,731.85,712,719.9,717.85,720.78,6599606,47568.78,110456,4301995,65.19
INGERRAND, EQ, 26-Sep-2018,555.35,556.4,565,552.5,559.25,558.5,559,6529,36.5,605,3286,50.33
INNOVATIVE, SM, 26-Sep-2018,32.6,32.5,33.2,31.7,31.7,31.7,32.29,12000,3.87,4,6000,50
INOXLEISUR, EQ, 26-Sep-2018,226.45,225.15,230.65,222.5,222.5,225.5,225.52,29778,67.16,1310,13299,44.66
INOXWIND, EQ, 26-Sep-2018,93.6,94.45,96.5,92.25,92.7,92.95,93.83,63336,59.43,1721,20992,33.14
INSECTICID, EQ, 26-Sep-2018,516.2,510.15,525,510.15,522,519,518.09,12950,67.09,442,8864,68.45
INTEGRA, BE, 26-Sep-2018,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1,0,1, -, -
INTELLECT, EQ, 26-Sep-2018,230.45,232.9,235.6,226.05,227,227.75,229.94,284958,655.23,5872,84796,29.76
INTENTECH, BE, 26-Sep-2018,45.8,45,45.95,43.55,45.45,43.8,44.28,27439,12.15,77, -, -
INVENTURE, EQ, 26-Sep-2018,14.35,14,14.7,14,14.1,14.1,14.55,25698,3.74,58,22791,88.69
IOB, EQ, 26-Sep-2018,13.6,13.8,14.2,13.65,13.95,13.95,13.87,563948,78.2,1788,258886,45.91
IOC, EQ, 26-Sep-2018,154.15,156,156.2,152.3,154.5,154.45,153.79,4795841,7375.52,46955,1966665,41.01
IOLCP, EQ, 26-Sep-2018,128.8,129.15,131.8,124.6,126,126,126.85,202213,256.51,1754,106359,52.6
IPAPPM, EQ, 26-Sep-2018,482.2,487.35,496.7,471.4,476,480,486.06,103911,505.06,5584,34921,33.61
IPCALAB, EQ, 26-Sep-2018,704.95,701,703,680.45,697.2,698.25,693.2,741194,5137.95,14083,668782,90.23
IRB, EQ, 26-Sep-2018,137.4,138.85,142.85,136.25,142,141.35,139.56,3114292,4346.43,31512,1039550,33.38
IRBINVIT, IV, 26-Sep-2018,74.75,74.55,75,74.25,74.99,74.62,74.65,270000,201.56,24,255000,94.44
IREDA, N5, 26-Sep-2018,1205,1205,1205,1205,1205,1205,1205,20,0.24,1,20,100
IREDA, N7, 26-Sep-2018,1150.8,1131.25,1131.25,1131.25,1131.25,1131.25,1131.25,100,1.13,1,100,100
IRFC, N1, 26-Sep-2018,1118.4,1120,1124,1118,1118.03,1118.03,1120,1092,12.23,11,1092,100
IRFC, N2, 26-Sep-2018,1180,1198,1215,1198,1215,1215,1214.18,100,1.21,6,100,100
IRFC, N3, 26-Sep-2018,1089,1088.15,1100,1010.1,1085,1085,1078.71,36,0.39,13,34,94.44
IRFC, N9, 26-Sep-2018,1112,1115,1115,1110,1110,1110,1114.17,120,1.34,2,120,100
IRFC, NA, 26-Sep-2018,1192,1208.99,1208.99,1208.99,1208.99,1208.99,1208.99,10,0.12,1,10,100
IRFC, NJ, 26-Sep-2018,1149,1130.6,1146.4,1130.56,1144.38,1142.63,1138,855,9.73,7,485,56.73
IRFC, NO, 26-Sep-2018,1149.73,1150,1150,1145.36,1146.31,1146.35,1146.58,8510,97.57,59,8150,95.77
ISEC, EQ, 26-Sep-2018,299,301.6,306,295.15,296,297.2,299.83,126911,380.51,5074,95055,74.9
ISFT, EQ, 26-Sep-2018,215.8,221.95,225.9,206.05,215,216.8,215.01,31566,67.87,1214,16219,51.38
ISMTLTD, EQ, 26-Sep-2018,6.7,6.85,6.9,6.5,6.5,6.6,6.69,39022,2.61,47,32218,82.56
ITC, EQ, 26-Sep-2018,301.15,303,303,289.75,293.1,293.15,293.94,19891787,58470.15,198806,13559149,68.16
ITDC, EQ, 26-Sep-2018,352.85,355.95,410.9,345,371,374.05,381.74,579728,2213.04,20180,35550,6.13
ITDCEM, EQ, 26-Sep-2018,123.7,125.3,126,123.3,124.5,124.4,124.79,63529,79.28,1745,30844,48.55
ITI, EQ, 26-Sep-2018,85.95,89.2,91.85,87.5,89.75,90.25,89.85,2147537,1929.62,18763,305275,14.22
IVC, EQ, 26-Sep-2018,7.35,7.5,8.05,7.5,8.05,8.05,7.96,1985942,158.09,1644,1005436,50.63
IVP, EQ, 26-Sep-2018,134.85,133.3,140.15,133.3,134.05,134.25,135.98,1700,2.31,69,1397,82.18
IVRCLINFRA, BE, 26-Sep-2018,1,1,1.05,0.95,1,1,0.99,972021,9.65,262, -, -
IVZINNIFTY, EQ, 26-Sep-2018,1111.28,1154,1154,1154,1154,1154,1154,4,0.05,1,4,100
IZMO, EQ, 26-Sep-2018,68.35,70,82,66.05,82,81.4,79.49,589709,468.74,4446,135398,22.96
J&KBANK, EQ, 26-Sep-2018,46.45,46.6,47.2,45.1,45.2,45.55,46.01,159515,73.39,1497,108324,67.91
JAGRAN, EQ, 26-Sep-2018,113.25,113.05,114.5,113,113.65,113.4,113.39,38057,43.15,632,29282,76.94
JAGSNPHARM, EQ, 26-Sep-2018,26.5,28,28,25.75,26.6,26.6,26.78,6434,1.72,62,5395,83.85
JAIBALAJI, EQ, 26-Sep-2018,15.05,15.8,15.8,15.8,15.8,15.8,15.8,30041,4.75,44,30024,99.94
JAICORPLTD, EQ, 26-Sep-2018,118.1,119.85,122,117.7,120.4,120.45,120.09,1350490,1621.8,12526,206284,15.27
JALAN, SM, 26-Sep-2018,28.9,29.7,29.7,29.7,29.7,29.7,29.7,6000,1.78,2,6000,100
JAMNAAUTO, EQ, 26-Sep-2018,74.85,75.5,76.8,73.8,74.65,74.35,74.69,728957,544.47,8206,342521,46.99
JAYAGROGN, EQ, 26-Sep-2018,216.05,218.1,221.95,208.55,211.05,212.1,214.63,15485,33.24,640,10498,67.79
JAYBARMARU, EQ, 26-Sep-2018,381.8,382.9,393.75,382.9,383,385.65,385.26,5819,22.42,415,3834,65.89
JAYNECOIND, EQ, 26-Sep-2018,5.8,6,6,5.7,5.7,5.75,5.83,100607,5.86,129,53345,53.02
JAYSREETEA, EQ, 26-Sep-2018,92.85,94,94.7,92,93.1,93.05,93.06,49541,46.1,1051,20883,42.15
JBCHEPHARM, EQ, 26-Sep-2018,301.5,300.5,303.7,298.25,300,300.05,300.19,38616,115.92,1725,26380,68.31
JBFIND, BE, 26-Sep-2018,30.65,29.15,29.15,29.15,29.15,29.15,29.15,8462,2.47,66, -, -
JBMA, EQ, 26-Sep-2018,307.25,312.95,312.95,300,304.7,304.75,305.45,16109,49.21,979,9145,56.77
JCHAC, EQ, 26-Sep-2018,1734.55,1751,1785,1715,1715,1738.9,1740.51,35245,613.44,520,34367,97.51
JETAIRWAYS, EQ, 26-Sep-2018,192.45,192,196.9,188,190.65,192.05,192.92,6007128,11589,49492,396366,6.6
JHS, EQ, 26-Sep-2018,32.45,33.85,33.85,32.1,32.2,32.3,32.53,48008,15.62,336,31733,66.1
JIKIND, BE, 26-Sep-2018,0.45,0.45,0.45,0.45,0.45,0.45,0.45,503,0,4, -, -
JINDALPHOT, EQ, 26-Sep-2018,32.3,33.45,35.45,32,32.95,32.45,33.05,1667,0.55,44,1301,78.04
JINDALPOLY, EQ, 26-Sep-2018,296.05,298.45,307,290.95,292.3,293.25,298.58,89147,266.18,2705,36018,40.4
JINDALSAW, EQ, 26-Sep-2018,84.1,85,86.2,83.4,83.7,83.8,84.81,690025,585.18,4073,276176,40.02
JINDALSTEL, EQ, 26-Sep-2018,225.65,227.65,233.3,223.45,230.7,230.8,229.2,10164843,23298.1,60051,607187,5.97
JINDCOT, EQ, 26-Sep-2018,5.35,5.6,5.6,4.9,5.2,5.2,5.11,11842,0.61,49,9708,81.98
JINDRILL, EQ, 26-Sep-2018,128.65,130.55,134,126.05,126.05,126.7,127.65,9015,11.51,230,6357,70.52
JINDWORLD, EQ, 26-Sep-2018,382.05,382,388.95,362.95,382,382.15,376.82,41797,157.5,881,1380,3.3
JISLDVREQS, EQ, 26-Sep-2018,48.7,49.1,50.2,49.05,49.55,49.65,49.73,28706,14.28,230,19545,68.09
JISLJALEQS, EQ, 26-Sep-2018,75.05,76.4,77.5,75.5,76.5,76.25,76.46,4303123,3290.16,11024,1232264,28.64
JITFINFRA, BE, 26-Sep-2018,20,19.15,19.45,19,19,19.15,19.31,4035,0.78,29, -, -
JKCEMENT, EQ, 26-Sep-2018,771.1,775.15,798,769.7,793.8,783.4,778.63,7627,59.39,1653,4362,57.19
JKIL, EQ, 26-Sep-2018,220.95,223,229,218.45,224.1,225.1,225.39,110274,248.55,2622,74092,67.19
JKLAKSHMI, EQ, 26-Sep-2018,305.6,309.95,309.95,302.05,305.35,306.15,305.62,27807,84.98,1750,20093,72.26
JKPAPER, EQ, 26-Sep-2018,166.05,168.9,169,161.05,161.55,161.85,164.09,923699,1515.7,10820,522630,56.58
JKTYRE, EQ, 26-Sep-2018,102.1,103.2,103.9,100.85,101.5,101.5,101.94,420845,429.02,5800,182796,43.44
JMA, EQ, 26-Sep-2018,189.8,189.8,189.8,185.5,185.5,187.4,187.84,399,0.75,14,287,71.93
JMCPROJECT, EQ, 26-Sep-2018,434.55,426.05,445.6,409.5,419,419.3,427.69,23938,102.38,2026,17223,71.95
JMFINANCIL, EQ, 26-Sep-2018,96.4,97,97.1,91.5,92.35,92.6,93.39,3958338,3696.73,9965,3339873,84.38
JMTAUTOLTD, BE, 26-Sep-2018,3.1,3.25,3.25,3,3.1,3.05,3.06,112662,3.45,157, -, -
JOCIL, EQ, 26-Sep-2018,125.45,126.3,126.85,119.3,124,122.35,121.99,1095,1.34,106,518,47.31
JPASSOCIAT, EQ, 26-Sep-2018,7.2,7.2,7.65,7,7.35,7.4,7.27,61497539,4472.83,33377,9363339,15.23
JPINFRATEC, BE, 26-Sep-2018,2.8,2.75,2.75,2.7,2.7,2.7,2.7,332809,8.99,367, -, -
JPOLYINVST, EQ, 26-Sep-2018,36.65,37.15,38.95,37.15,37.55,37.65,37.77,173,0.07,12,113,65.32
JPPOWER, EQ, 26-Sep-2018,2.6,2.55,2.6,2.5,2.5,2.5,2.52,6059613,152.7,2632,3490910,57.61
